10000 23.6595 2.040983993
20000 39.562 2.344792231
30000 54.8715 1.854902389
40000 70.0275 1.372334393
50000 89.8995 2.207967106
60000 106.605 2.651166796
70000 120.972 2.388093775
80000 137.475 1.696411004
90000 159.849 2.92811105
100000 176.6415 2.309890636
